제작사,제원관리번호,차명,연식,제작일자,셀 간 균형,평균전압_OCV_meas,SOC_calc,사용연수(t),캘린더 열화(△Q_cal),사이클 열화(△Q_cyc),SoH_pred(%),취득원가,연간감가비,조정연간감가비,중고거래가격
기아 주식회사,A0110006100151218,니로 EV,2019,2019-05-24,우수,4.08,94.49541453,6.15,0.049598387,0.083712365,86.6689248,"₩24,800,000 ","₩7,626,000 ","₩8,799,002 ","₩16,000,998 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-04-25,우수,3.826041667,87.02407149,6.230555556,0.049922162,0.150956504,79.91213342,"₩24,800,000 ","₩7,725,889 ","₩9,667,980 ","₩15,132,020 "
기아 주식회사,A0110006100321219,니로 EV,2019,2019-08-20,우수,3.823125,86.92584925,5.911111111,0.048625553,0.165515486,78.5858961,"₩24,800,000 ","₩7,329,778 ","₩9,327,091 ","₩15,472,909 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-06-20,우수,4.08,94.49541453,6.077777778,0.049306299,0.18261049,76.80832107,"₩24,800,000 ","₩7,536,444 ","₩9,812,016 ","₩14,987,984 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-06-20,우수,4.08,94.49541453,6.077777778,0.049306299,0.153070464,79.76232369,"₩24,800,000 ","₩7,536,444 ","₩9,448,627 ","₩15,351,373 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-06-03,우수,4.08,94.49541453,6.125,0.049497475,0.074999901,87.55026241,"₩24,800,000 ","₩7,595,000 ","₩8,675,017 ","₩16,124,983 "
기아 주식회사,A0110006100551221,니로 EV,2022,2021-06-30,우수,4.08,94.49541453,4.05,0.040249224,0.136722767,82.30280093,"₩24,800,000 ","₩5,022,000 ","₩6,101,858 ","₩18,698,142 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-08-01,우수,4.08,94.49541453,5.963888889,0.048842149,0.184676205,76.64816452,"₩24,800,000 ","₩7,395,222 ","₩9,648,270 ","₩15,151,730 "
기아 주식회사,A0110006100551221,니로 EV,2022,2021-07-12,우수,4.08,94.49541453,4.016666667,0.040083247,0.164228307,79.56884465,"₩24,800,000 ","₩4,980,667 ","₩6,259,569 ","₩18,540,431 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-11-02,우수,4.08,94.49541453,3.711111111,0.038528489,0.07203808,88.94334312,"₩24,800,000 ","₩4,601,778 ","₩5,173,830 ","₩19,626,170 "
기아 주식회사,A0110006100141218,니로 EV,2019,2019-02-21,우수,3.84,87.48732239,6.408333333,0.050629372,0.086401873,86.29687551,"₩24,800,000 ","₩7,946,333 ","₩9,208,136 ","₩15,591,864 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-04-15,우수,3.84,87.48732239,6.258333333,0.050033322,0.090761058,85.92056194,"₩24,800,000 ","₩7,760,333 ","₩9,031,986 ","₩15,768,014 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-05-22,우수,3.84,87.48732239,6.155555556,0.049620784,0.148230814,80.21484016,"₩24,800,000 ","₩7,632,889 ","₩9,515,557 ","₩15,284,443 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-05-29,우수,3.84,87.48732239,6.136111111,0.04954235,0.204906482,74.55511676,"₩24,800,000 ","₩7,608,778 ","₩10,205,574 ","₩14,594,426 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-09-01,우수,3.84,87.48732239,3.880555556,0.039398252,0.08598385,87.46178985,"₩24,800,000 ","₩4,811,889 ","₩5,501,704 ","₩19,298,296 "
기아 주식회사,A0110006100351219,니로 EV,2020,2020-09-15,우수,3.84,87.48732239,4.841666667,0.044007575,0.039158165,91.68342597,"₩24,800,000 ","₩6,003,667 ","₩6,548,257 ","₩18,251,743 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-05-14,우수,3.839791667,87.48046464,6.177777778,0.049710272,0.035292098,91.49976304,"₩24,800,000 ","₩7,660,444 ","₩8,372,092 ","₩16,427,908 "
기아 주식회사,A0110006100551221,니로 EV,2022,2021-06-01,우수,3.980208333,91.70488641,4.130555556,0.040647536,0.128124689,83.12277749,"₩24,800,000 ","₩5,121,889 ","₩6,161,836 ","₩18,638,164 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-02-11,우수,3.98,91.69884554,6.436111111,0.050738983,0.161402975,78.78580413,"₩24,800,000 ","₩7,980,778 ","₩10,129,715 ","₩14,670,285 "
기아 주식회사,A0110006100551221,니로 EV,2022,2021-06-30,우수,3.98,91.69884554,4.05,0.040249224,0.104325723,85.54250538,"₩24,800,000 ","₩5,022,000 ","₩5,870,766 ","₩18,929,234 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-07-04,우수,3.98,91.69884554,6.038888889,0.049148302,0.105110625,84.57410738,"₩24,800,000 ","₩7,488,222 ","₩8,854,036 ","₩15,945,964 "
기아 주식회사,A0110006100311219,니로 EV,2019,2019-07-19,우수,3.98,91.69884554,5.997222222,0.048978453,0.094708301,85.63132457,"₩24,800,000 ","₩7,436,556 ","₩8,684,387 ","₩16,115,613 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-08-23,우수,3.98,91.69884554,3.902777778,0.039510899,0.068354486,89.21346153,"₩24,800,000 ","₩4,839,444 ","₩5,424,568 ","₩19,375,432 "
기아 주식회사,A0110006100321219,니로 EV,2019,2019-07-10,우수,3.978958333,91.66864117,6.022222222,0.049080433,0.168959815,78.19597518,"₩24,800,000 ","₩7,467,556 ","₩9,549,795 ","₩15,250,205 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-07-11,우수,3.679791667,81.43225728,6.019444444,0.049069112,0.157921253,79.30096347,"₩24,800,000 ","₩7,464,111 ","₩9,412,384 ","₩15,387,616 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-02-28,우수,3.68,81.44098335,6.383333333,0.050530519,0.13412333,81.53461511,"₩24,800,000 ","₩7,915,333 ","₩9,707,942 ","₩15,092,058 "
기아 주식회사,A0110006100551221,니로 EV,2022,2021-07-28,우수,3.68,81.44098335,3.972222222,0.039860869,0.120277571,83.98615596,"₩24,800,000 ","₩4,925,556 ","₩5,864,723 ","₩18,935,277 "
기아 주식회사,A0110006100551221,니로 EV,2022,2021-07-27,우수,3.68,81.44098335,3.975,0.039874804,0.111651516,84.84736795,"₩24,800,000 ","₩4,929,000 ","₩5,809,255 ","₩18,990,745 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-08-26,우수,3.68,81.44098335,5.894444444,0.048556954,0.064997551,88.64454946,"₩24,800,000 ","₩7,309,111 ","₩8,245,415 ","₩16,554,585 "
기아 주식회사,A0110006100371219,니로 EV,2020,2019-10-17,우수,3.68,81.44098335,5.752777778,0.047969898,0.195838959,75.61911429,"₩24,800,000 ","₩7,133,444 ","₩9,433,388 ","₩15,366,612 "
기아 주식회사,A0110006100311219,니로 EV,2019,2019-07-09,우수,3.853958333,87.94679188,6.025,0.049091751,0.183475791,76.74324579,"₩24,800,000 ","₩7,471,000 ","₩9,735,059 ","₩15,064,941 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-08-14,우수,3.856041667,88.01536941,5.927777778,0.048694056,0.161478401,78.98275424,"₩24,800,000 ","₩7,350,444 ","₩9,306,392 ","₩15,493,608 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-03-05,우수,3.862291667,88.22110202,6.369444444,0.050475517,0.106640092,84.28843917,"₩24,800,000 ","₩7,898,111 ","₩9,370,337 ","₩15,429,663 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-03-15,우수,3.86,88.14566673,6.341666667,0.050365332,0.162381691,78.72529769,"₩24,800,000 ","₩7,863,667 ","₩9,988,742 ","₩14,811,258 "
기아 주식회사,A0110006100321219,니로 EV,2019,2019-07-10,우수,3.86,88.14566673,6.022222222,0.049080433,0.181491335,76.94282324,"₩24,800,000 ","₩7,467,556 ","₩9,705,331 ","₩15,094,669 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-06-11,우수,3.86,88.14566673,4.102777778,0.04051063,0.071514913,88.79744575,"₩24,800,000 ","₩5,087,444 ","₩5,729,269 ","₩19,070,731 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-10-18,우수,3.86,88.14566673,3.75,0.038729833,0.015571575,94.56985918,"₩24,800,000 ","₩4,650,000 ","₩4,917,000 ","₩19,883,000 "
기아 주식회사,A0110006100371219,니로 EV,2020,2020-09-07,우수,3.991875,92.03926119,4.863888889,0.044108452,0.160418097,79.54734504,"₩24,800,000 ","₩6,031,222 ","₩7,581,928 ","₩17,218,072 "
기아 주식회사,A0110006100141218,니로 EV,2019,2019-09-23,우수,3.910833333,89.69327568,5.819444444,0.048247049,0.158368583,79.33843672,"₩24,800,000 ","₩7,216,111 ","₩9,095,353 ","₩15,704,647 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-03-06,우수,3.9,89.37209269,6.366666667,0.050464509,0.080223347,86.93121437,"₩24,800,000 ","₩7,894,667 ","₩9,081,510 ","₩15,718,490 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-03-07,우수,3.9,89.37209269,6.363888889,0.050453499,0.108901609,84.06448919,"₩24,800,000 ","₩7,891,222 ","₩9,387,105 ","₩15,412,895 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-04-08,우수,3.9,89.37209269,6.277777778,0.050110988,0.080285182,86.96038305,"₩24,800,000 ","₩7,784,444 ","₩8,951,714 ","₩15,848,286 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-04-08,우수,3.9,89.37209269,6.277777778,0.050110988,0.091150297,85.87387156,"₩24,800,000 ","₩7,784,444 ","₩9,064,974 ","₩15,735,026 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-04-23,우수,3.9,89.37209269,6.236111111,0.049944414,0.083719795,86.63357912,"₩24,800,000 ","₩7,732,778 ","₩8,925,844 ","₩15,874,156 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-05-28,우수,3.9,89.37209269,6.138888889,0.049553562,0.065751089,88.46953487,"₩24,800,000 ","₩7,612,222 ","₩8,604,343 ","₩16,195,657 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-06-21,우수,3.9,89.37209269,6.075,0.04929503,0.15567492,79.50300501,"₩24,800,000 ","₩7,533,000 ","₩9,475,114 ","₩15,324,886 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-07-01,우수,3.9,89.37209269,6.047222222,0.049182201,0.122005147,82.88126522,"₩24,800,000 ","₩7,498,556 ","₩9,047,347 ","₩15,752,653 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-07-12,우수,3.594791667,77.82043813,6.016666667,0.049057789,0.151735295,79.92069158,"₩24,800,000 ","₩7,460,667 ","₩9,335,088 ","₩15,464,912 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-03-04,우수,3.613125,78.57747692,6.372222222,0.050486522,0.098891902,85.06215761,"₩24,800,000 ","₩7,901,556 ","₩9,289,155 ","₩15,510,845 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-09-06,우수,3.9,89.37209269,3.866666667,0.039327683,0.031034852,92.96374645,"₩24,800,000 ","₩4,794,667 ","₩5,157,566 ","₩19,642,434 "
기아 주식회사,A0110006100551221,니로 EV,2022,2021-09-15,우수,3.9,89.37209269,3.841666667,0.03920034,0.083212852,87.75868075,"₩24,800,000 ","₩4,763,667 ","₩5,428,143 ","₩19,371,857 "
기아 주식회사,A0110006100141218,니로 EV,2019,2019-04-01,우수,3.6,78.03550597,6.297222222,0.050188533,0.075121946,87.46895209,"₩24,800,000 ","₩7,808,556 ","₩8,927,231 ","₩15,872,769 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-04-05,우수,3.6,78.03550597,6.286111111,0.050144236,0.107961915,84.1893849,"₩24,800,000 ","₩7,794,778 ","₩9,258,623 ","₩15,541,377 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-04-19,우수,3.6,78.03550597,4.247222222,0.04121758,0.047960564,91.08218558,"₩24,800,000 ","₩5,266,556 ","₩5,782,202 ","₩19,017,798 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-04-06,우수,3.6,78.03550597,4.283333333,0.041392431,0.05634602,90.22615487,"₩24,800,000 ","₩5,311,333 ","₩5,886,689 ","₩18,913,311 "
기아 주식회사,A0110006100141218,니로 EV,2019,2019-07-22,우수,3.6,78.03550597,5.988888889,0.048944413,0.087231272,86.38243148,"₩24,800,000 ","₩7,426,222 ","₩8,596,913 ","₩16,203,087 "
기아 주식회사,A0110006100141218,니로 EV,2019,2018-09-04,우수,3.6,78.03550597,6.872222222,0.052429847,0.202648819,74.49213335,"₩24,800,000 ","₩8,521,556 ","₩11,439,538 ","₩13,360,462 "
기아 주식회사,A0110006100371219,니로 EV,2020,2019-10-17,우수,3.6,78.03550597,5.752777778,0.047969898,0.174607042,77.74230604,"₩24,800,000 ","₩7,133,444 ","₩9,175,756 ","₩15,624,244 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-10-22,우수,3.6,78.03550597,5.738888889,0.047911956,0.053561987,89.85260568,"₩24,800,000 ","₩7,116,222 ","₩7,919,884 ","₩16,880,116 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-10-23,우수,3.6,78.03550597,5.736111111,0.04790036,0.059655456,89.24441845,"₩24,800,000 ","₩7,112,778 ","₩7,969,997 ","₩16,830,003 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-08-01,우수,4.117708333,95.60969425,5.963888889,0.048842149,0.050985952,90.0171899,"₩24,800,000 ","₩7,395,222 ","₩8,215,344 ","₩16,584,656 "
기아 주식회사,A0110006100141218,니로 EV,2019,2019-07-30,우수,4.123333333,95.78497744,5.966666667,0.048853523,0.156603528,79.45429492,"₩24,800,000 ","₩7,398,667 ","₩9,311,852 ","₩15,488,148 "
기아 주식회사,A0110006100141218,니로 EV,2019,2019-09-24,우수,4.118958333,95.64864607,5.816666667,0.048235533,0.161314439,79.04500274,"₩24,800,000 ","₩7,212,667 ","₩9,124,760 ","₩15,675,240 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-03-29,우수,4.12,95.68110592,6.302777778,0.050210667,0.113953245,83.58360877,"₩24,800,000 ","₩7,815,444 ","₩9,350,451 ","₩15,449,549 "
기아 주식회사,A0110006100351219,니로 EV,2020,2020-04-06,우수,4.12,95.68110592,5.283333333,0.045971005,0.159358378,79.46706166,"₩24,800,000 ","₩6,551,333 ","₩8,244,087 ","₩16,555,913 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-04-08,우수,4.12,95.68110592,6.277777778,0.050110988,0.124557568,82.53314438,"₩24,800,000 ","₩7,784,444 ","₩9,431,901 ","₩15,368,099 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-05-22,우수,4.12,95.68110592,6.155555556,0.049620784,0.152150228,79.82289882,"₩24,800,000 ","₩7,632,889 ","₩9,562,280 ","₩15,237,720 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-08-24,우수,4.12,95.68110592,3.9,0.039496835,0.021544953,93.89582115,"₩24,800,000 ","₩4,836,000 ","₩5,150,389 ","₩19,649,611 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-03-28,우수,3.873125,88.56059897,6.305555556,0.050221731,0.158635607,79.11426623,"₩24,800,000 ","₩7,818,889 ","₩9,883,033 ","₩14,916,967 "
기아 주식회사,A0110006100321219,니로 EV,2019,2019-07-22,우수,4.12,95.68110592,5.988888889,0.048944413,0.165791482,78.52641051,"₩24,800,000 ","₩7,426,222 ","₩9,456,974 ","₩15,343,026 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-08-30,우수,4.12,95.68110592,3.883333333,0.03941235,0.035171818,92.54158321,"₩24,800,000 ","₩4,815,333 ","₩5,203,427 ","₩19,596,573 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-09-23,우수,4.119791667,95.67461395,5.819444444,0.048247049,0.155703953,79.60489978,"₩24,800,000 ","₩7,216,111 ","₩9,064,908 ","₩15,735,092 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-09-01,우수,4.12,95.68110592,3.880555556,0.039398252,0.034488227,92.61135212,"₩24,800,000 ","₩4,811,889 ","₩5,195,787 ","₩19,604,213 "
기아 주식회사,A0110006100371219,니로 EV,2020,2019-09-19,우수,4.12,95.68110592,5.830555556,0.048293087,0.199995007,75.17119066,"₩24,800,000 ","₩7,229,889 ","₩9,617,899 ","₩15,182,101 "
기아 주식회사,A0110006100491220,니로 EV,2021,2021-03-02,우수,4.11625,95.56425046,4.377777778,0.04184628,0.120555346,83.75983749,"₩24,800,000 ","₩5,428,444 ","₩6,480,963 ","₩18,319,037 "
기아 주식회사,A0110006100491220,니로 EV,2021,2020-12-02,우수,4.116875,95.58372637,4.627777778,0.043024541,0.121951013,83.50244459,"₩24,800,000 ","₩5,738,444 ","₩6,872,187 ","₩17,927,813 "
기아 주식회사,A0110006100551221,니로 EV,2022,2021-09-13,우수,3.881458333,88.81222493,3.847222222,0.039228674,0.174616972,78.61543534,"₩24,800,000 ","₩4,770,556 ","₩6,068,217 ","₩18,731,783 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-03-20,우수,3.88,88.76819038,6.327777778,0.050310149,0.173325717,77.63641338,"₩24,800,000 ","₩7,846,444 ","₩10,106,655 ","₩14,693,345 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-04-06,우수,3.88,88.76819038,4.283333333,0.041392431,0.043777767,91.48298016,"₩24,800,000 ","₩5,311,333 ","₩5,805,816 ","₩18,994,184 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-04-19,우수,3.88,88.76819038,6.247222222,0.049988888,0.089689865,86.03212477,"₩24,800,000 ","₩7,746,556 ","₩9,004,259 ","₩15,795,741 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-08-14,우수,3.88,88.76819038,5.927777778,0.048694056,0.153300286,79.8005658,"₩24,800,000 ","₩7,350,444 ","₩9,211,018 ","₩15,588,982 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-10-07,우수,3.88,88.76819038,3.780555556,0.038887302,0.095028967,86.60837317,"₩24,800,000 ","₩4,687,889 ","₩5,412,743 ","₩19,387,257 "
기아 주식회사,A0110003133253120,봉고Ⅲ,2021,2021-09-01,우수,3.394,69.17444755,3.880555556,0.039398252,0.08120823,87.93935187,"₩21,600,000 ","₩6,131,278 ","₩6,972,166 ","₩14,627,834 "
기아 주식회사,A0110003135623121,봉고Ⅲ,2022,2022-09-20,우수,3.72,83.05047625,2.827777778,0.033631995,0.037799439,92.85685659,"₩21,600,000 ","₩4,467,889 ","₩4,811,587 ","₩16,788,413 "
기아 주식회사,A0110003135623121,봉고Ⅲ,2022,2022-09-29,우수,3.72,83.05047625,2.802777778,0.033482997,0.024368348,94.21486542,"₩21,600,000 ","₩4,428,389 ","₩4,700,308 ","₩16,899,692 "
기아 주식회사,A0110003135623121,봉고Ⅲ,2022,2022-02-04,우수,3.48,72.81688999,3.455555556,0.037178249,0.077907674,88.49140765,"₩21,600,000 ","₩5,459,778 ","₩6,169,839 ","₩15,430,161 "
기아 주식회사,A0110003133253120,봉고Ⅲ,2021,2021-09-07,우수,3.48,72.81688999,3.863888889,0.039313554,0.106174378,85.45120678,"₩21,600,000 ","₩6,104,944 ","₩7,144,363 ","₩14,455,637 "
기아 주식회사,A0110003133943120,봉고Ⅲ,2021,2021-07-05,우수,3.72,83.05047625,4.036111111,0.04018015,0.056674321,90.31455289,"₩21,600,000 ","₩6,377,056 ","₩7,060,939 ","₩14,539,061 "
기아 주식회사,A0110003135623121,봉고Ⅲ,2022,2022-08-22,우수,3.88,88.76819038,2.905555556,0.03409138,0.032021835,93.38867849,"₩21,600,000 ","₩4,590,778 ","₩4,915,776 ","₩16,684,224 "
기아 주식회사,A0110003135623121,봉고Ⅲ,2022,2022-03-14,우수,4.017555556,92.76236581,3.344444444,0.036575645,0.049653438,91.37709177,"₩21,600,000 ","₩5,284,222 ","₩5,782,874 ","₩15,817,126 "
기아 주식회사,A0110003133253120,봉고Ⅲ,2021,2021-05-20,우수,4.020222222,92.83745293,4.161111111,0.040797603,0.043816261,91.53861354,"₩21,600,000 ","₩6,574,556 ","₩7,182,276 ","₩14,417,724 "
기아 주식회사,A0110003133253120,봉고Ⅲ,2021,2021-09-06,우수,4.019777778,92.82493841,3.866666667,0.039327683,0.193623873,76.7048444,"₩21,600,000 ","₩6,109,333 ","₩7,964,729 ","₩13,635,271 "
기아 주식회사,A0110003135623121,봉고Ⅲ,2022,2022-05-18,우수,3.52,74.48384231,3.166666667,0.035590261,0.002805304,96.16044356,"₩21,600,000 ","₩5,003,333 ","₩5,203,110 ","₩16,396,890 "
기아 주식회사,A0110003133043119,봉고Ⅲ,2020,2020-05-14,우수,3.52,74.48384231,5.177777778,0.045509462,0.052570618,90.19199201,"₩21,600,000 ","₩8,180,889 ","₩9,070,527 ","₩12,529,473 "
기아 주식회사,A0110003135623121,봉고Ⅲ,2022,2022-09-26,우수,3.52,74.48384231,2.811111111,0.033532737,0.032043622,93.44236411,"₩21,600,000 ","₩4,441,556 ","₩4,753,257 ","₩16,846,743 "
기아 주식회사,A0110003133253120,봉고Ⅲ,2021,2021-09-29,우수,3.52,74.48384231,3.802777778,0.039001424,0.098061446,86.29371293,"₩21,600,000 ","₩6,008,389 ","₩6,962,719 ","₩14,637,281 "
기아 주식회사,A0110003133983120,봉고Ⅲ,2021,2021-03-11,우수,3.52,74.48384231,4.352777778,0.041726624,0.035433678,92.28396987,"₩21,600,000 ","₩6,877,389 ","₩7,452,420 ","₩14,147,580 "
기아 주식회사,A0110003135623121,봉고Ⅲ,2022,2022-06-27,우수,4.02,92.83119567,3.058333333,0.034976182,0.042587868,92.24359495,"₩21,600,000 ","₩4,832,167 ","₩5,238,485 ","₩16,361,515 "
기아 주식회사,A0110003133043119,봉고Ⅲ,2020,2020-10-09,우수,3.879777778,88.76148036,4.775,0.043703547,0.017704102,93.85923514,"₩21,600,000 ","₩7,544,500 ","₩8,038,101 ","₩13,561,899 "
기아 주식회사,A0110003135623121,봉고Ⅲ,2022,2022-07-07,우수,4.02,92.83119567,3.030555556,0.034816982,0.042724458,92.24585598,"₩21,600,000 ","₩4,788,278 ","₩5,190,778 ","₩16,409,222 "
기아 주식회사,A0110003135623121,봉고Ⅲ,2022,2022-08-27,우수,4.02,92.83119567,2.891666667,0.034009803,0.026146346,93.98438519,"₩21,600,000 ","₩4,568,833 ","₩4,861,269 ","₩16,738,731 "
기아 주식회사,A0110003133253120,봉고Ⅲ,2021,2021-11-13,우수,4.02,92.83119567,3.680555556,0.038369548,0.056770639,90.48598127,"₩21,600,000 ","₩5,815,278 ","₩6,426,717 ","₩15,173,283 "
기아 주식회사,A0110003135623121,봉고Ⅲ,2022,2022-07-20,우수,4.032444444,93.17893824,2.994444444,0.034608926,0.035100724,93.02903498,"₩21,600,000 ","₩4,731,222 ","₩5,085,748 ","₩16,514,252 "
기아 주식회사,A0110003136293122,봉고Ⅲ,2022,2022-10-22,우수,4.018666667,92.79365211,2.738888889,0.033099178,0.050070423,91.68303999,"₩21,600,000 ","₩4,327,444 ","₩4,720,005 ","₩16,879,995 "
기아 주식회사,A0110003133953120,봉고Ⅲ,2021,2021-11-04,우수,4.02,92.83119567,3.705555556,0.038499639,0.031613737,92.98866242,"₩21,600,000 ","₩5,854,778 ","₩6,296,228 ","₩15,303,772 "
기아 주식회사,A0110003133983120,봉고Ⅲ,2021,2021-11-03,우수,4.016888889,92.74359403,3.708333333,0.038514067,0.051750219,90.97357144,"₩21,600,000 ","₩5,859,167 ","₩6,440,515 ","₩15,159,485 "
기아 주식회사,A0110003135623121,봉고Ⅲ,2022,2022-05-04,우수,4.133111111,96.08966723,3.205555556,0.035808131,0.037222651,92.69692185,"₩21,600,000 ","₩5,064,778 ","₩5,463,804 ","₩16,136,196 "
기아 주식회사,A0110003135623121,봉고Ⅲ,2022,2022-08-17,우수,3.540888889,75.41143316,2.919444444,0.034172764,0.028427007,93.74002298,"₩21,600,000 ","₩4,612,722 ","₩4,920,761 ","₩16,679,239 "
기아 주식회사,A0110003135623121,봉고Ⅲ,2022,2022-03-15,우수,3.54,75.37251487,3.341666667,0.036560452,0.020279574,94.3159974,"₩21,600,000 ","₩5,279,833 ","₩5,598,025 ","₩16,001,975 "
기아 주식회사,A0110003135623121,봉고Ⅲ,2022,2022-06-07,우수,4.132444444,96.06889292,3.113888889,0.035292429,0.221323813,74.33837575,"₩21,600,000 ","₩4,919,944 ","₩6,618,310 ","₩14,981,690 "
기아 주식회사,A0110003135623121,봉고Ⅲ,2022,2022-10-18,우수,3.817555556,86.73829154,2.75,0.033166248,0.055044853,91.17888988,"₩21,600,000 ","₩4,345,000 ","₩4,765,357 ","₩16,834,643 "
기아 주식회사,A0110003133253120,봉고Ⅲ,2021,2021-07-21,우수,4.14,96.30433503,3.991666667,0.039958312,0.090788578,86.92531104,"₩21,600,000 ","₩6,306,833 ","₩7,255,462 ","₩14,344,538 "
기아 주식회사,A0110003133253120,봉고Ⅲ,2021,2021-07-28,우수,4.14,96.30433503,3.972222222,0.039860869,0.103648213,85.6490918,"₩21,600,000 ","₩6,276,111 ","₩7,327,703 ","₩14,272,297 "
기아 주식회사,A0110003133043119,봉고Ⅲ,2020,2020-09-28,우수,4.14,96.30433503,4.805555556,0.043843155,0.070290972,88.58658732,"₩21,600,000 ","₩7,592,778 ","₩8,571,024 ","₩13,028,976 "
기아 주식회사,A0110003133253120,봉고Ⅲ,2021,2021-04-30,우수,3.735333333,83.62662435,4.216666667,0.041069048,0.053810868,90.51200843,"₩21,600,000 ","₩6,662,333 ","₩7,360,718 ","₩14,239,282 "
기아 주식회사,A0110003136313122,봉고Ⅲ,2022,2022-09-28,우수,3.88,88.76819038,2.805555556,0.033499585,0.043012566,92.34878483,"₩21,600,000 ","₩4,432,778 ","₩4,800,039 ","₩16,799,961 "
기아 주식회사,A0110003135623121,봉고Ⅲ,2022,2022-01-04,우수,3.8,86.14708718,3.538888889,0.037623869,0.031890902,93.04852281,"₩21,600,000 ","₩5,591,444 ","₩6,009,171 ","₩15,590,829 "
기아 주식회사,A0110003133043119,봉고Ⅲ,2020,2020-03-09,우수,3.8,86.14708718,5.358333333,0.046296148,0.076511069,87.71927828,"₩21,600,000 ","₩8,466,167 ","₩9,651,432 ","₩11,948,568 "
기아 주식회사,A0110003133253120,봉고Ⅲ,2021,2020-12-22,우수,3.8,86.14708718,4.572222222,0.042765511,0.058487874,89.87466151,"₩21,600,000 ","₩7,224,111 ","₩8,037,984 ","₩13,562,016 "
기아 주식회사,A0110003133953120,봉고Ⅲ,2021,2021-11-03,우수,3.879777778,88.76148036,3.708333333,0.038514067,0.045171072,91.6314861,"₩21,600,000 ","₩5,859,167 ","₩6,394,272 ","₩15,205,728 "
기아 주식회사,A0110003135623121,봉고Ⅲ,2022,2022-03-12,우수,3.721777778,83.11727603,3.35,0.03660601,0.038170083,92.52239068,"₩21,600,000 ","₩5,293,000 ","₩5,720,777 ","₩15,879,223 "
기아 주식회사,A0110003133953120,봉고Ⅲ,2021,2021-06-03,우수,4.12,95.68110592,4.125,0.040620192,0.05422608,90.51537284,"₩21,600,000 ","₩6,517,500 ","₩7,200,434 ","₩14,399,566 "
기아 주식회사,A0110003135623121,봉고Ⅲ,2022,2022-11-15,우수,3.8,86.14708718,2.675,0.032710854,0.045510623,92.17785224,"₩21,600,000 ","₩4,226,500 ","₩4,585,158 ","₩17,014,842 "
기아 주식회사,A0110003133253120,봉고Ⅲ,2021,2021-08-24,우수,3.799111111,86.11715278,3.9,0.039496835,0.067256023,89.3247142,"₩21,600,000 ","₩6,162,000 ","₩6,898,427 ","₩14,701,573 "
